D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,,,,Pse,02D07,,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,,,,Pse,02D07,,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Bur,,,,Ser,02C05,02D02,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Bur,,,,Ser,02C05,02D02,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,,,,Imp,Vis,,max(02D02;11C06),,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,,,,Imp,Vis,,max(02D02;11C06),,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,Pa,03B06,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,Pa,03B06,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,Ser,03B06,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,Ser,03B06,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,Pna,03B06,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,Pna,03B06,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,E,03B06,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,E,03B06,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,Pse,03B06,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,,Pse,03B06,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Med,,,,Pna,03B06,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Med,,,,Pna,03B06,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Med,,,,E,03B06,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Med,,,,E,03B06,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Med,,,,Pse,03B06,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Med,,,,Pse,03B06,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,,,,Dif,Per,,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,,,,Dif,Per,,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,,,,Dif,Vis,,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,,,,Dif,Vis,,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,Crc,,,08A07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Exp,,,Crc,,,08A07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,,,,Pa,02D07,,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,,,,Pa,02D07,,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,,,,Pna,02D07,02D07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,Arc,,,,Pna,02D07,02D07,,
D08,C,post mail,Disappearance,PMed.dis,MA.P,Vol,,,,Tran,Pna,,02D07,,
D08,A,post mail,Disappearance,PMed.dis,MA.P,Vol,,,,Tran,Pna,,02D07,,
D08,C,post mail,Disclosure,PMed.dis,MA.P,Vol,Arc,,,,Pna,,02D07,,
D04,A,Document,Disappearance,PMed.dis,MA.P,Vol,Ext,,,,,,max(02D02;11B02),,
D04,C,Document,Disappearance,PMed.dis,MA.P,Vol,Ext,,,,,,max(02D02;11B02),,
D06a,A,Messages,Loss,Dtr.per,IF.L,Exp,,,,,,,08A03,,09F03
D06a,C,Messages,Loss,Dtr.per,IF.L,Exp,,,,,,,08A03,,09F03
D06a,A,Messages,Loss,Dtr.per,AC.M,Equ,,,,,,,,,09F03
D06a,A,Messages,Loss,Dtr.per,AC.E,Inc,,,,,,,03D01,,09F03
D06a,A,Messages,Loss,Dtr.per,AC.E,Ino,,,,,,,03C01,,09F03
D06a,A,data transferred,Erasure,Dtr.des,MA.L,Del,,,,,E,min(08F02;08F03),,,09F03
D06a,A,data transferred,Erasure,Dtr.des,MA.L,Del,,,,,Pna,,min(08F02;07A03;07A04),,09F03
D07,A,e-mails,Loss,Dtr.per,IF.L,Exp,,,,,,,08A03,,11C05
D07,C,e-mails,Loss,Dtr.per,IF.L,Exp,,,,,,,08A03,,11C05
D07,A,e-mails,Loss,Dtr.per,AC.M,Equ,,,,,,,,,11C05
